trade_id,strategy,open_madrid,close_madrid,duration_hours,direction,result,rr,entry_price,sl_price,exit_price,sl_size,sl_pct,exit_reason
311,V3-locked,2023-04-09 04:00:00+0200,2023-04-09 08:00:00+0200,4.0,Long,SL,-0.51,28077.78,27924.9,27999.25,152.88,0.5445,H1_EMA100
312,V3-locked,2023-04-09 22:00:00+0200,2023-04-17 03:00:00+0200,173.0,Long,TP,6.46,28140.41,27876.68,29842.86,263.73,0.9372,H1_EMA100
313,V3-locked,2023-04-18 12:30:00+0200,2023-04-19 09:00:00+0200,20.5,Long,TP,0.35,29926.88,29693.1,30008.13,233.78,0.7812,H1_EMA100
314,V3-locked,2023-04-28 23:30:00+0200,2023-04-29 19:30:00+0200,20.0,Long,SL,-1.0,29331.68,29120.0,29120.0,211.68,0.7217,STRUCTURAL_SL
315,V3-locked,2023-04-30 16:30:00+0200,2023-05-01 03:30:00+0200,11.0,Long,SL,-1.0,29271.97,29160.53,29160.53,111.44,0.3807,STRUCTURAL_SL
316,V3-locked,2023-05-05 04:00:00+0200,2023-05-05 14:30:00+0200,10.5,Long,SL,-1.0,29325.75,28880.03,28880.03,445.72,1.5199,STRUCTURAL_SL
317,V3-locked,2023-05-30 04:00:00+0200,2023-05-30 18:00:00+0200,14.0,Long,SL,-1.0,27766.03,27584.45,27584.45,181.58,0.654,STRUCTURAL_SL
318,V3-locked,2023-05-30 22:30:00+0200,2023-05-31 04:00:00+0200,5.5,Long,SL,-1.0,27797.23,27625.14,27625.14,172.09,0.6191,STRUCTURAL_SL
319,V3-locked,2023-06-19 19:30:00+0200,2023-06-26 19:00:00+0200,167.5,Long,TP,11.71,26606.87,26308.45,30100.47,298.42,1.1216,H1_EMA100
320,V3-locked,2023-06-27 10:30:00+0200,2023-06-28 09:30:00+0200,23.0,Long,SL,-1.0,30411.33,30233.58,30233.58,177.75,0.5845,STRUCTURAL_SL
321,V3-locked,2023-06-29 11:30:00+0200,2023-06-29 22:00:00+0200,10.5,Long,SL,-1.0,30434.69,30316.97,30316.97,117.72,0.3868,STRUCTURAL_SL
322,V3-locked,2023-07-01 15:30:00+0200,2023-07-02 17:00:00+0200,25.5,Long,SL,-1.0,30543.3,30442.0,30442.0,101.3,0.3317,STRUCTURAL_SL
323,V3-locked,2023-07-02 23:00:00+0200,2023-07-04 22:00:00+0200,47.0,Long,TP,0.49,30588.46,30366.65,30696.84,221.81,0.7251,H1_EMA100
324,V3-locked,2023-07-06 10:30:00+0200,2023-07-06 15:00:00+0200,4.5,Long,SL,-0.56,30808.31,30438.26,30600.31,370.05,1.2011,H1_EMA100
325,V3-locked,2023-07-09 03:30:00+0200,2023-07-09 05:00:00+0200,1.5,Long,SL,-0.5,30356.0,30246.47,30301.04,109.53,0.3608,H1_EMA100
326,V3-locked,2023-07-10 17:00:00+0200,2023-07-10 20:00:00+0200,3.0,Long,SL,-0.19,30310.02,30143.21,30278.2,166.81,0.5503,H1_EMA100
327,V3-locked,2023-08-12 17:30:00+0200,2023-08-12 20:00:00+0200,2.5,Long,SL,-0.48,29449.98,29408.28,29430.11,41.7,0.1416,H1_EMA100
328,V3-locked,2023-09-16 01:30:00+0200,2023-09-21 11:00:00+0200,129.5,Long,TP,0.84,26674.71,26373.21,26926.74,301.5,1.1303,H1_EMA100
329,V3-locked,2023-09-24 20:00:00+0200,2023-09-24 20:30:00+0200,0.5,Long,SL,-1.0,26673.07,26563.17,26563.17,109.9,0.412,STRUCTURAL_SL
330,V3-locked,2023-10-04 14:00:00+0200,2023-10-04 15:00:00+0200,1.0,Long,SL,-1.0,27572.43,27520.28,27520.28,52.15,0.1891,STRUCTURAL_SL
331,V3-locked,2023-10-04 20:00:00+0200,2023-10-05 18:00:00+0200,22.0,Long,SL,-1.0,27539.5,27393.62,27393.62,145.88,0.5297,STRUCTURAL_SL
332,V3-locked,2023-10-06 12:00:00+0200,2023-10-06 14:30:00+0200,2.5,Long,SL,-1.0,27690.6,27588.53,27588.53,102.07,0.3686,STRUCTURAL_SL
333,V3-locked,2023-10-06 17:00:00+0200,2023-10-09 11:00:00+0200,66.0,Long,TP,0.15,27670.0,27175.94,27745.76,494.06,1.7855,H1_EMA100
334,V3-locked,2023-10-19 13:00:00+0200,2023-10-31 09:00:00+0100,285.0,Long,TP,28.91,28477.0,28280.96,34145.21,196.04,0.6884,H1_EMA100
335,V3-locked,2023-10-31 20:30:00+0100,2023-11-01 06:30:00+0100,10.0,Long,SL,-1.0,34507.23,34335.29,34335.29,171.94,0.4983,STRUCTURAL_SL
336,V3-locked,2023-11-01 14:00:00+0100,2023-11-01 15:30:00+0100,1.5,Long,SL,-1.0,34790.6,34345.0,34345.0,445.6,1.2808,STRUCTURAL_SL
